{'structure': {'s_structural_homogeneity': 0.17, 'p_structural_homogeneity': 0, 'dysfunction_parameter': 0.05, 'dysfunction_probability': 0.05, 'substrate_size': (200, 200, 1), 'refractory_period': 50, 'seed': None}, 'sim': {'pacemaker_period': 220, 'runtime': 1000000}}
0.38306,	1665394427
0.570459,	4266921881
0.0,		1207299166
0.013748,	216137579
0.007092,	1699175982
0.013441,	282244161
0.331351,	2863439373
0.008661,	856863423
0.089328,	1470063206
0.983317,	3411119464
0.08756,	2155622867
0.0,		13165106
0.106913,	3534242242
0.0,		2711867860
0.0,		414124706
0.864287,	4052891445
0.027666,	3318264251
0.049633,	4018790925
0.007232,	2335312946
0.072251,	1829740782
0.196235,	1829481893
0.021536,	2165708082
0.001877,	1161517952
0.941372,	3130427596
0.47354,	2083486475
0.0,		213822244
0.0,		460383616
0.551288,	2309881422
0.0,		3751972487
0.000515,	13709118
0.066784,	599862705
0.0,		4163693939
0.024801,	1530122774
0.044727,	2773336301
0.0,		3654814571
0.0,		3005490067
0.208248,	2809169896
0.064935,	1983400205
0.053496,	1508467320
0.945212,	3797878312
0.177803,	659034078
0.0,		2737740380
0.015514,	581034128
0.674595,	3390108294
0.012914,	2227088166
0.764874,	995241739
0.0,		4020769971
0.005824,	296969144
Average = 0.1846268541666667
Standard deviation = 0.2948226219792299
